Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2024-09-05,220.72537231445312,223.80229748015876,219.87177059333374,219.9809527371486,36615400
2024-09-06,219.17698669433594,223.56409767944487,218.13479623481732,222.28368749781316,48423000
2024-09-09,219.26634216308594,219.6236642204836,215.09759492361837,219.17701543505086,67180000
2024-09-10,218.47225952148438,219.83206111139577,215.1174037589381,217.29111136152258,51591000
2024-09-11,221.00331115722656,221.4301044903715,216.26879790334314,219.81224273641337,44587100
2024-09-12,221.11248779296875,221.8866830044339,218.1844402475294,220.84449248276735,37455600
2024-09-13,220.84446716308594,222.3730019797634,220.25886075018875,221.91643313573508,36766600
2024-09-16,214.71047973632812,215.60377723416104,212.32832783334672,214.92882889414335,59357400
2024-09-17,215.17697143554688,215.28615358843467,212.904016801209,214.14471619981742,45519300
2024-09-18,219.04795837402344,221.05293280374121,215.92138686335736,215.9313221513165,59894900
2024-09-19,227.1671142578125,228.1100580083486,222.95867118282095,223.31599325006152,66781300
2024-09-20,226.50209045410156,231.355706137216,225.9264040870641,228.258925130642,318679900
2024-09-23,224.78492736816406,227.74275012420983,224.12983453268782,225.64844919522082,54146000
2024-09-24,225.67825317382812,227.64353192764617,224.05045616714196,226.94872814757065,43556100
2024-09-25,224.6857147216797,225.59886774810047,222.35320871856098,223.25642645588798,42308700
2024-09-26,225.8271484375,226.79985253593196,223.73284722402752,225.608784129346,36636700
2024-09-27,226.09512329101562,227.81226214161182,225.6087788258606,226.7601514881057,34026000
2024-09-30,231.26637268066406,231.26637268066406,227.94129216556473,228.32838978012126,54541900
2024-10-01,224.52688598632812,227.9412778656533,222.07526286618742,227.81225543239978,63285000
2024-10-02,225.09262084960938,225.67822726420644,221.36060293586246,224.209243584203,32880600
2024-10-03,223.9908905029297,225.12240767637772,221.65838486968212,223.46483520314058,34044200
2024-10-04,225.11251831054688,226.30358679092132,222.46238601950515,226.2043247736995,37245100
2024-10-07,220.04051208496094,224.01074997862722,219.68319006872073,222.8296017820206,39505400
2024-10-08,224.0901641845703,224.298593199742,221.58890998571715,222.63110049734397,31855700
2024-10-09,227.83212280273438,228.04056698162543,223.15717559100585,223.55419337095574,33591100
2024-10-10,227.3358154296875,227.7923994519787,225.47973405841245,226.0851959438118,28183500
2024-10-11,225.85690307617188,227.7030642360917,225.64845893034402,227.59388209213523,31759200
2024-10-14,229.5790252685547,230.00581860221664,226.89911753216435,226.99836439928595,39882100
2024-10-15,232.11004638671875,235.7229623804217,230.6410474142004,231.87182665313995,64751400
2024-10-16,230.055419921875,230.39288648800354,228.1298522341637,229.87676649695567,34082200
2024-10-17,230.42269897460938,232.11006236609234,228.80483716826546,231.6931740173152,32993800
2024-10-18,233.25148010253906,234.4226930307779,232.26884075534687,234.4226930307779,46431500
2024-10-21,234.720458984375,235.08771628667242,232.7055644739604,232.7055644739604,36254500
2024-10-22,234.1051025390625,234.46242459274853,230.86936376892484,232.1497589598997,38846600
2024-10-23,229.04302978515625,233.39044533687328,226.0653512199268,232.33833466706656,52287000
2024-10-24,228.8544464111328,229.10258628095696,226.71051430099084,228.26882480795348,31109500
2024-10-25,229.68820190429688,231.484732210271,227.86189602437614,228.03062932515897,38802300
2024-10-28,231.66336059570312,232.983466430484,230.8196941830456,231.58396917060392,36087100
2024-10-29,231.93136596679688,232.5864588417728,230.59141979007921,231.36561495313973,35417200
2024-10-30,228.38792419433594,231.7328445287285,227.84201349481597,230.87924283818487,47070900
2024-10-31,224.22914123535156,228.11997302154123,223.6931505739168,227.63361336879595,64370100
2024-11-01,221.25143432617188,223.67328184782377,218.6310779402587,219.32586653780092,65276700
2024-11-04,220.35812377929688,221.13231895883285,218.0752491010658,219.34572401852256,44944500
2024-11-05,221.7874298095703,222.28370958768312,219.49461965793014,220.14971259990074,28111300
2024-11-06,221.06283569335938,224.38791581537038,219.54422098922427,220.95365355112233,54561100
2024-11-07,225.7874298095703,226.18446269494834,222.89909318788202,222.95864433437472,42137700
2024-11-08,225.51913452148438,227.2083389148385,224.9726232043034,225.72779283046052,38328800
2024-11-11,222.80645751953125,224.26712634517858,220.0937933412938,223.5715733715174,42005600
2024-11-12,222.80645751953125,224.15782408060912,221.94198562097503,223.1244332571579,40398300
2024-11-13,223.69082641601562,225.2111120360391,221.34580821096,222.58787261698694,48566200
2024-11-14,226.7711639404297,227.41703140021204,223.57160465201176,223.59148192887395,44923900
2024-11-15,223.5715789794922,225.4793879673537,222.84621765747355,224.96268496170848,47923700
2024-11-18,226.5724334716797,228.28151537171908,223.74052045447314,223.82001439888424,44633700
2024-11-19,226.8307647705078,228.6988344551977,225.22105418122663,225.53901477922054,36211800
2024-11-20,227.54620361328125,228.4702922716314,224.45594670445817,226.61216873586113,35169600
2024-11-21,227.0692596435547,228.6988476019872,224.27710117470866,227.42697481306035,42108300
2024-11-22,228.41065979003906,229.25526960886552,226.6121530455377,226.6121530455377,38168300
2024-11-25,231.39163208007812,231.76922452168117,228.2815130321861,229.99059491471002,90152800
2024-11-26,233.56771850585938,234.07449047305911,231.84870566104107,231.84870566104107,45986200
2024-11-27,233.43856811523438,234.19375305105456,232.3256831511884,232.98149686010998,33498400
2024-11-29,235.82333374023438,236.30028225823045,232.4846637904217,233.31932748739487,28481400
2024-12-02,238.06893920898438,239.26131787624368,235.65437354492806,235.76367580720535,48137100
2024-12-03,241.1095428466797,241.21884512379424,237.38334952948236,238.2875760799829,38861000
2024-12-04,241.4672393798828,242.5602620666903,239.71841824290905,241.32812877991805,44383900
2024-12-05,241.49703979492188,242.9875169579372,240.59282850575005,242.44102079436578,40033900
2024-12-06,241.29833984375,243.0769846168902,240.5431701206591,241.36790273028285,36870600
2024-12-09,245.18350219726562,245.67039687977774,240.21524480725012,240.29473874492055,44649200
2024-12-10,246.19703674316406,246.63424582967986,243.7824557106041,245.32261857013248,36914800
2024-12-11,244.92514038085938,249.2077755123232,244.69658964103184,246.3858091597837,45205800
2024-12-12,246.38583374023438,247.1608807008323,244.12029436088807,245.32261935264157,32777500
2024-12-13,246.55474853515625,247.70737273801882,244.67674782957272,246.24671899982582,33155300
2024-12-16,249.44625854492188,249.78411156803347,246.07778066556844,246.41563368868003,51694800
2024-12-17,251.8707733154297,252.21855739876366,248.19426586582333,248.49236434269267,51356400
2024-12-18,246.4752655029297,252.6657103008961,246.1672359539693,250.55917390522964,56774100
2024-12-19,248.20419311523438,250.400169527173,245.5213371883983,245.92873792847348,60882300
2024-12-20,252.8743896484375,253.3811464831127,244.13025293349912,246.4653249902114,147495300
2024-12-23,253.64942932128906,254.02700659111463,251.84097626600598,253.15260355822258,40858800
2024-12-24,256.5608215332031,256.5707374276886,253.66927695641888,253.868019379837,23234700
2024-12-26,257.3755798339844,258.44874034869076,255.99442012888886,256.55086249805703,27237100
2024-12-27,253.96739196777344,257.05766400729357,251.45345479939442,256.19316170058187,42355300
2024-12-30,250.5989227294922,251.8906728018858,249.15813098648073,250.62873106361576,35557500
2024-12-31,248.83021545410156,251.6720594492945,247.84649497663966,250.83739579916153,39480700
2025-01-02,242.30194091796875,247.51861164989126,240.2848294479123,247.34967754084445,55740700
2025-01-03,241.81503295898438,242.62981931594805,240.3543640210219,241.81503295898438,40244100
2025-01-06,243.4446258544922,245.7598357483754,241.6560500607284,242.75900387005615,45045600
2025-01-07,240.6723175048828,243.99110961427562,239.81777667580207,241.4374181829594,40856000
2025-01-08,241.15921020507812,242.16280789951685,238.52603985831155,240.3841632667122,37628900
2025-01-10,235.3463592529297,238.63534322792128,231.52079498772144,238.48628640867517,61710900
2025-01-13,232.9119110107422,233.18020116738663,228.26162915914,232.04743903723335,49630700
2025-01-14,231.7990264892578,234.62099318079112,230.99417118008773,233.25969544364762,39435300
2025-01-15,236.35987854003906,237.4429702030776,232.94171493841435,233.1503884256181,39832000
2025-01-16,226.81089782714844,236.4990004602556,226.58236221549976,235.8432019589194,71759100
2025-01-17,228.5199737548828,230.8153063545454,227.02949646555186,230.6463874145182,68488300
2025-01-21,221.2265625,222.99526090225285,217.98726416864307,222.57792910461188,98070400
2025-01-22,222.4090118408203,222.6971640978084,218.39465138442915,218.39465138442915,64126500
2025-01-23,222.24008178710938,225.5886822440662,220.88871524000126,223.3132271476291,60234800
2025-01-24,221.3656768798828,224.19758968028435,220.00437919561992,223.35297985225768,54697900
2025-01-27,228.40072631835938,230.67618150163648,222.5580508531902,222.5978054024586,94863400
2025-01-28,236.74740600585938,238.66516132615985,229.3447052045828,229.3844597561093,75707600
2025-01-29,237.84043884277344,238.33726462451705,232.52439691334908,232.63369919180946,45486100
2025-01-30,236.08164978027344,239.26133146080375,235.7040725307193,237.1547951903121,55658300
2025-01-31,234.5017547607422,245.62071750771995,231.95800933839706,245.62071750771995,100959800
2025-02-03,226.56246948242188,230.35822543026035,224.2671369795404,228.52991033796462,73063300
2025-02-04,231.3220672607422,231.64997406812495,225.21110156992967,225.80729852188347,45067300
2025-02-05,230.99417114257812,231.19289841511937,226.82083777153602,227.0791817096477,39620300
2025-02-06,231.73941040039062,232.31573010563136,228.96711414866223,229.8216550685821,29925300
2025-02-07,226.1848907470703,232.51444580894437,225.81722939017394,231.1233398047693,39707200
2025-02-10,226.45347595214844,229.3780258753388,226.00584416726187,228.36339787721977,33115600
2025-02-11,231.3973388671875,233.99362125199642,226.93094812871882,227.000572314181,53718400
2025-02-12,235.62501525878906,235.71455375787428,229.4675472393098,229.98481838871234,45243300
2025-02-13,240.26052856445312,241.06626881430705,234.33186254170715,235.66481592241834,53614100
2025-02-14,243.31439208984375,244.25939586817944,239.72336558929686,239.981993568851,40896200
2025-02-18,243.18505859375,243.89131830963376,240.56887710589865,242.86673323889264,48822500
2025-02-19,243.5829620361328,244.716969605811,241.88195827091008,243.37407429304395,32204200
2025-02-20,244.5379180908203,245.4829218502696,243.00600383864503,243.65259654249155,32316900
2025-02-21,244.2593994140625,247.38289505871285,243.93113206298463,244.65729095432025,53197400
2025-02-24,245.80125427246094,247.55199828948733,243.1353323966777,243.64264638435856,51326400
2025-02-25,245.74154663085938,248.68599549611233,243.62275227067275,246.69650753214344,48013300
2025-02-26,239.09666442871094,243.6923767743236,237.87313357927937,243.04579925662603,44433600
2025-02-27,236.05276489257812,241.18564780716906,235.81402085750776,238.1516754344793,41153600
2025-02-28,240.56887817382812,240.8175641664438,228.9900589647863,235.70458076540925,56833400
2025-03-03,236.77891540527344,242.74737946323825,234.8690087281554,240.51914741730602,47184000
2025-03-04,234.68994140625,238.80819608105105,233.44651142335266,236.46059966619734,53798100
2025-03-05,234.50094604492188,235.30668622205877,228.02515316620742,234.18262069274581,47227600
2025-03-06,234.09310913085938,236.60981025581015,231.93451645578955,233.20778757123546,45170400
2025-03-07,237.81346130371094,240.10136041796665,233.5261018066448,233.87426828677374,46273600
2025-03-10,226.28436279296875,234.91874867921032,223.04150278970278,234.3019970725287,72071200
2025-03-11,219.67926025390625,224.65298022983382,216.30707871737093,222.63365113389432,76137400
2025-03-12,215.83956909179688,220.58450266635003,213.78045671174684,218.98296406915986,62547500
2025-03-13,208.57791137695312,215.70028194858565,207.3245394208188,214.81496040955514,61368300
2025-03-14,212.36788940429688,212.82546311709572,208.47843695256688,210.13965751241793,60107600
2025-03-17,212.87522888183594,214.08881784956162,208.86641153353526,212.18885305172668,48073400
2025-03-18,211.5720977783203,214.01915944879542,210.37840804794794,213.03437263106773,42432400
2025-03-19,214.10870361328125,217.6101915579757,212.6265295918345,213.0940604852241,54385400
2025-03-20,212.97470092773438,216.3468825511506,211.10457731145533,212.86527847830126,48862900
2025-03-21,217.12278747558594,217.68978368973626,210.16952111998106,210.44804823896536,94127800
2025-03-24,219.56985473632812,220.31591279023903,217.43116105321957,219.83843988574125,44299500
2025-03-25,222.573974609375,222.92214108802088,218.92326587520165,219.6096416779903,34493600
2025-03-26,220.36563110351562,223.83729303324841,219.31120492080973,222.3352199198642,34466100
2025-03-27,222.6734619140625,223.80746952519274,219.40074548587612,220.2263848697343,37094800
2025-03-28,216.75469970703125,222.63364006926244,216.5358548246797,220.50488863250547,39818600
2025-03-31,220.96249389648438,224.43414081005062,215.09349507460487,215.86939419548492,65299300
2025-04-01,222.0169219970703,222.50433685640354,217.749461617725,218.65468232589998,36412700
2025-04-02,222.71322631835938,224.0063965120705,219.85831598824518,220.15674221426906,35905900
2025-04-03,202.1220245361328,206.39942653372108,200.19221885499383,204.45966369883956,103419000
2025-04-04,187.38987731933594,198.82943318150367,186.3553350717911,192.87091122900438,125910900
2025-04-07,180.50625610351562,193.12954493623218,173.70219548773406,176.26863687444822,160466300
2025-04-08,171.51376342773438,189.33957458197378,168.32064359895526,185.71870692843436,120859500
2025-04-09,197.8048553466797,199.55559936553783,170.98654976711688,171.04623198001363,184395900
2025-04-10,189.41915893554688,193.7562435722064,182.0381599544528,188.0762635840202,121880000
2025-04-11,197.1085205078125,198.49121408156802,185.0820690088969,185.12186726950821,87435900
2025-04-14,201.45555114746094,211.82078139531484,200.10269875392328,210.32866545443895,101352900
2025-04-15,201.07754516601562,202.44033954558066,198.74984792281177,200.7990180691496,51343900
2025-04-16,193.24893188476562,199.64512887500646,191.35890907242805,197.31743142832593,59732400
2025-04-17,195.94468688964844,197.7849695303218,193.39814444403507,196.16353180406117,52164700
2025-04-21,192.14476013183594,192.78139570274652,188.8123615658979,192.25418258208256,46742500
2025-04-22,198.690185546875,200.53045296496776,194.93999616163734,195.0892017003565,52976400
2025-04-23,203.52462768554688,206.9067512010516,201.7340854567431,204.9172632087338,52929200
2025-04-24,207.27479553222656,207.73238443559362,201.87334307751462,203.81309077731203,47311000
2025-04-25,208.18002319335938,208.6475540878433,205.1162098506388,205.28531450927932,38222300
2025-04-28,209.03550720214844,210.38835967290976,206.3696005213303,208.89624364686077,38743100
2025-04-29,210.09986877441406,211.1244537916441,207.27478452266,207.59310986089218,36827600
2025-04-30,211.3831024169922,212.4574277707069,205.5837430092506,208.19992461631293,52286500
2025-05-01,212.1988067626953,213.43227966302132,207.80202473083082,207.98108655162656,57365700
2025-05-02,204.27069091796875,205.9020705063368,201.09745506032002,205.0067917796952,101010600
2025-05-05,197.84463500976562,203.02725796650907,197.1682163705072,202.03251395918386,69018500
2025-05-06,197.4666290283203,199.59538061408486,195.98447015970467,197.1682179665783,51216500
2025-05-07,195.21852111816406,198.3917570874617,192.23428894820486,198.12317194216024,68536700
2025-05-08,196.45199584960938,198.99853803284546,193.65675249053749,196.68078271707188,50478900
2025-05-09,197.4865264892578,199.48595647897335,196.50172445806652,197.95405738682032,36453900
2025-05-12,209.95706176757812,210.4351760021984,205.93303241640405,210.1363584051843,63775800
2025-05-13,212.08859252929688,212.55673652410627,208.17412935394688,209.59847136477597,51909300
2025-05-14,211.49095153808594,213.0945900165101,209.74786689625498,211.59054725566685,49325800
2025-05-15,210.61444091796875,212.11848379882832,208.71198473801002,210.11641669484823,45029500
2025-05-16,210.42520141601562,211.73003772257164,208.94109887256835,211.52086084946143,54737900
2025-05-19,207.9550018310547,208.65223273202483,203.45285841572866,207.0884445111699,46140500
2025-05-20,206.04258728027344,207.64622592622177,204.2198167548668,206.84938410987283,42496600
2025-05-21,201.29144287109375,206.2218800326306,199.91690624087693,204.35927415345975,59211800
2025-05-22,200.5643310546875,201.94883789272,198.91088686006037,199.91690559460176,46742400
2025-05-23,194.49838256835938,196.91877297523902,192.6955373289648,192.9046989896,78432900
2025-05-27,199.4188690185547,199.94677348688452,196.64984031499387,197.51641281084125,56288500
2025-05-28,199.62803649902344,201.9289060786693,199.11008702875665,199.79736291846774,45339700
2025-05-29,199.15988159179688,203.0046291598645,197.72556941325453,202.77554227533128,51396800
2025-05-30,200.0563507080078,201.16196516975768,196.00242594876025,198.58218796001185,70819900
2025-06-02,200.90298461914062,201.3312933884623,199.3292261245183,199.4885975362889,35423300
2025-06-03,202.46678161621094,202.96480586317466,200.16591202699755,200.55437033168948,46381600
2025-06-04,202.0185546875,205.42503857555045,201.30139858491114,202.10819540070028,43604000
2025-06-05,199.8372039794922,203.94091870107042,199.35908978394463,202.69585814733983,55126100
2025-06-06,203.1142120361328,204.887177182899,201.25160617035465,202.19784922307906,46607700
2025-06-09,200.65396118164062,205.18598475848052,199.22961916524454,203.58234611432158,72862600
2025-06-10,201.869140625,203.54250994980842,199.77744796710627,199.8073282051838,54672600
2025-06-11,197.9945068359375,203.69190510411792,197.62597377823997,202.69585666840098,60989900
2025-06-12,198.41285705566406,198.890956077424,196.58013147350607,198.29333609984755,43904600
2025-06-13,195.6737060546875,199.57821397711425,194.92666975119658,198.94074360607502,51447300
2025-06-16,197.6359405517578,197.90487790098294,195.78328974313985,196.52037110088898,43020700
2025-06-17,194.86692810058594,197.6060614779548,194.43863454049264,196.4207613301707,38856200
2025-06-18,195.80319213867188,196.78928550519313,194.29916455806153,195.16572178414586,45394700
2025-06-20,200.2057647705078,200.90299573747222,196.0821242533237,197.45667615855015,96813500
2025-06-23,200.70376586914062,201.50060768152076,198.17380945321412,200.83325703321927,55814300
2025-06-24,199.5084991455078,202.63609053842802,199.40888822531906,201.78944331230142,54064000
2025-06-25,200.76351928710938,202.8651820841085,199.82723133036671,200.65395335177794,39525700
2025-06-26,200.2057647705078,201.8392838353224,198.6718566431861,200.63405836503767,50799100
2025-06-27,200.2854461669922,202.41698947637084,199.20971189891864,201.09224306842364,73188600
2025-06-30,204.3592529296875,206.57048164253425,198.4726031076903,201.211736268348,91912800
2025-07-01,206.99879455566406,209.35942450018746,205.3254252695324,205.85332972802502,78788900
2025-07-02,211.6005401611328,212.49697770796604,207.31752868499885,208.08449026524102,67941800
2025-07-03,212.70616149902344,213.80180573654258,210.97303162710094,211.31168447150716,34955800
2025-07-07,209.120361328125,215.37554414763466,207.97491173225177,211.8395692407974,50229000
2025-07-08,209.1801300048828,210.59451698338924,207.6262968509882,209.26978591644843,42848900
2025-07-09,210.30567932128906,210.49493096772343,206.40117103180637,208.7020406311003,48749400
2025-07-10,211.57064819335938,212.6364120977978,209.2000480941239,209.678147079363,44443600
2025-07-11,210.32559204101562,211.29176024279,209.03072603053,209.73792710960444,39765800
2025-07-14,207.79562377929688,210.07658325197187,206.71988962428105,209.10044482334126,38840100
2025-07-15,208.28369140625,211.05270487364396,208.09443976951917,208.39325734338402,42296300
2025-07-16,209.3295440673828,211.5606828488181,207.8155461810567,209.4689902412225,47490500
2025-07-17,209.1901092529297,210.9630743588066,208.7618004967043,209.7379389650813,48068100
2025-07-18,210.3455047607422,210.95309492429405,208.87135730762196,210.0367321724359,48974600
2025-07-21,211.64036560058594,214.92732845073886,210.7937335563828,211.2618775331451,51377400
2025-07-22,213.55279541015625,214.1006251327807,211.39137195770533,212.29777975345726,46404100
2025-07-23,213.30377197265625,214.29982043425818,211.57065737650467,214.15041924441525,46989300
2025-07-24,212.91531372070312,214.83769515517375,212.68622683006964,213.05475989741393,46022600
2025-07-25,213.03485107421875,214.38947759784276,212.5567368669443,213.85160291428238,40268800
2025-07-28,213.2041778564453,214.00101967144602,212.2180844005514,213.18425263148458,37858000
2025-07-29,210.43515014648438,213.96115480223384,209.9869314052821,213.33363944545516,51411700
2025-07-30,208.2239227294922,211.55072076453234,206.89917652304968,211.06265157316113,45512500
2025-07-31,206.74977111816406,209.0107900151974,206.34138763159262,207.6661338109758,80698400
2025-08-01,201.58029174804688,212.73603143542957,200.7037642416869,210.03673342752194,104434500
2025-08-04,202.5464630126953,207.0585613783641,200.88304868853191,203.70186769022786,75109300
2025-08-05,202.11814880371094,204.52858421879685,201.36115745633876,202.59624780213056,44155100
2025-08-06,212.40733337402344,214.52892145014,204.77759854868273,204.81744899810374,108483100
2025-08-07,219.16053771972656,219.97730473834642,215.7241736307253,218.01508808955717,90224800
2025-08-08,228.4437255859375,230.08719950298993,218.38362983130105,219.95738825778145,113854000
2025-08-11,226.5391082763672,228.91239906441297,224.1259370249458,227.2770261826339,61806100
2025-08-12,229.0021209716797,230.14888579943394,226.429412881848,227.36674823663387,55626200
2025-08-13,232.6717529296875,234.33703985510917,229.77992501054072,230.4181341091737,69878500
2025-08-14,232.12330627441406,234.4567012802976,230.19875827485632,233.39969406647393,51916300
2025-08-15,230.9366455078125,233.6190590405621,228.69299310222902,233.33985018068216,56038700
2025-08-18,230.23861694335938,232.4623214496413,229.46081868168693,231.04632935234682,37476200
2025-08-19,229.90956115722656,232.2130419457167,228.70298322789472,230.62753117126795,39402600
2025-08-20,225.3723907470703,229.81981519856654,225.13307755654054,229.33119207499826,42263900
2025-08-21,224.26551818847656,225.88095827873425,223.14868274098328,225.63166356522294,30621200
2025-08-22,227.11746215820312,228.44371192910324,224.77410085849388,225.53195134940427,42477800
2025-08-25,226.5191650390625,228.65312729963858,225.59178073979155,225.84107546750252,30983100
2025-08-26,228.6630859375,228.84258604761433,224.05612439304167,226.22996704217394,54575100
2025-08-27,229.8397674560547,230.24859923631865,227.6160475796746,227.96506627689797,31259500
2025-08-28,231.9039306640625,232.75153884501827,228.69301327644948,230.16884905542523,38074700
2025-08-29,231.485107421875,232.7216147258446,230.71727541448905,231.85405874294378,39418400
2025-09-02,229.0719451904297,230.19876225122124,226.32970313085187,228.6032698757151,44075600
2025-09-03,237.79725646972656,238.17618932549604,233.69885053091846,236.5408165177042,66427800
2025-09-04,239.1035614013672,239.2232180033205,236.07214416452067,237.77731160532718,47549400
2025-09-05,239.0137939453125,240.63920029193574,237.81718240373485,239.32291694518142,54870400
2025-09-08,237.2089080810547,239.47249309970456,235.67324414176576,238.62490021245955,48999500
2025-09-09,233.68887329101562,238.1063683630383,232.70166073618753,236.33139119913957,66313900
2025-09-10,226.1501922607422,231.76431424305812,225.31256565050364,231.53496736029473,83440800
2025-09-11,229.3810577392578,229.7998710451417,226.010588238333,226.23995033725743,50208600
2025-09-12,233.40968322753906,233.84842918261825,228.373926506362,228.57335925244223,55824200
2025-09-15,236.0322265625,237.5180285002954,234.3669397384463,236.33138325533858,42699500
2025-09-16,237.4781494140625,240.53949594661788,235.65332541334,236.51088466190768,63421100
2025-09-17,238.3157958984375,239.42266510979977,237.05934071942244,238.2958480596019,46508000
